indicator_id,source_code,country_iso3,year,value,plot
151,WB_WDI_SE_PRE_ENRR,FJI,2019,35.494652,GER
151,WB_WDI_SE_PRE_ENRR,FIN,2019,87.290611,GER
151,WB_WDI_SE_PRE_ENRR,FRA,2019,106.236023,GER
151,WB_WDI_SE_PRE_ENRR,GAB,2019,42.986649,GER
151,WB_WDI_SE_PRE_ENRR,GMB,2019,43.249271,GER
151,WB_WDI_SE_PRE_ENRR,GEO,2019,93.374557,GER
151,WB_WDI_SE_PRE_ENRR,DEU,2019,107.901169,GER
151,WB_WDI_SE_PRE_ENRR,GHA,2019,117.012337,GER
151,WB_WDI_SE_PRE_ENRR,GIB,2019,116.549301,GER
151,WB_WDI_SE_PRE_ENRR,ISR,2009,106.844994,GER
151,WB_WDI_SE_PRE_ENRR,ITA,2009,98.368652,GER
151,WB_WDI_SE_PRE_ENRR,KAZ,2009,38.325951,GER
151,WB_WDI_SE_PRE_ENRR,KEN,2009,49.817268,GER
151,WB_WDI_SE_PRE_ENRR,GRC,2006,65.904602,GER
151,WB_WDI_SE_PRE_ENRR,GTM,2006,58.640709,GER
151,WB_WDI_SE_PRE_ENRR,GIN,2006,8.96082,GER
151,WB_WDI_SE_PRE_ENRR,HND,2006,32.692509,GER
151,WB_WDI_SE_PRE_ENRR,HUN,2006,88.244186,GER
151,WB_WDI_SE_PRE_ENRR,SEN,2019,16.917299,GER
151,WB_WDI_SE_PRE_ENRR,SRB,2019,63.814941,GER
151,WB_WDI_SE_PRE_ENRR,SYC,2019,95.424843,GER
151,WB_WDI_SE_PRE_ENRR,SLE,2019,19.35091,GER
151,WB_WDI_SE_PRE_ENRR,SGP,2019,96.782127,GER
151,WB_WDI_SE_PRE_ENRR,SVK,2019,100.039192,GER
151,WB_WDI_SE_PRE_ENRR,SVN,2019,93.008362,GER
151,WB_WDI_SE_PRE_ENRR,SLB,2019,93.266479,GER
151,WB_WDI_SE_PRE_ENRR,SOM,2019,0.899085,GER
151,WB_WDI_SE_PRE_ENRR,ZAF,2019,17.841471,GER
151,WB_WDI_SE_PRE_ENRR,WSM,2009,41.59869,GER
151,WB_WDI_SE_PRE_ENRR,STP,2009,41.67606,GER
151,WB_WDI_SE_PRE_ENRR,SAU,2009,11.34587,GER
151,WB_WDI_SE_PRE_ENRR,SEN,2009,11.26414,GER
151,WB_WDI_SE_PRE_ENRR,SRB,2009,51.338482,GER
151,WB_WDI_SE_PRE_ENRR,SYC,2009,103.866623,GER
151,WB_WDI_SE_PRE_ENRR,SVK,2009,90.919258,GER
151,WB_WDI_SE_PRE_ENRR,SVN,2009,86.968483,GER
151,WB_WDI_SE_PRE_ENRR,BGD,2017,41.739582,GER
151,WB_WDI_SE_PRE_ENRR,BRB,2017,89.451073,GER
151,WB_WDI_SE_PRE_ENRR,BLR,2017,98.197517,GER
151,WB_WDI_SE_PRE_ENRR,BEL,2017,115.145317,GER
